X,Y
-127.914436,51.41082
-127.924438,51.410271
-128.065277,51.464157
-128.075836,51.470543
-128.081116,51.474709
-128.153076,51.601662
-128.154175,51.605827
-128.152802,51.638046
-128.152496,51.641937
-128.150299,51.647491
-128.145569,51.653603
-128.136414,51.661659
-128.013062,51.721375
-128.00528,51.72332
-128.0,51.720543
-127.996948,51.714157
-127.998047,51.711662
-127.995003,51.705269
-127.983887,51.682495
-127.967499,51.651932
-127.951683,51.633881
-127.937767,51.621933
-127.926392,51.608887
-127.919998,51.600548
-127.905563,51.559715
-127.873611,51.464439
-127.871933,51.451935
-127.873322,51.447769
-127.876663,51.443047
-127.904449,51.414711
-127.914436,51.41082
